6277349 ,2355.77 ,212820.19 ,0.00 ,0.00 ,632
6285973 ,2355.77 ,213632.84 ,0.00 ,0.00 ,634
6294642 ,2355.77 ,214449.73 ,0.00 ,0.00 ,637
6303428 ,2355.77 ,215277.64 ,0.00 ,0.00 ,639
6312253 ,2355.77 ,216109.22 ,0.00 ,0.00 ,642
6321194 ,2355.77 ,216951.74 ,0.00 ,0.00 ,644
6330172 ,2355.77 ,217797.74 ,0.00 ,0.00 ,647
6339266 ,2355.77 ,218654.68 ,0.00 ,0.00 ,649
6348397 ,2355.77 ,219515.10 ,0.00 ,0.00 ,652
6357643 ,2355.77 ,220386.36 ,0.00 ,0.00 ,654
6366925 ,2355.77 ,221261.01 ,0.00 ,0.00 ,657
6371593 ,2355.77 ,221700.88 ,0.00 ,0.00 ,658
6376323 ,2355.77 ,222146.59 ,0.00 ,0.00 ,660
6385756 ,2177.76 ,206947.12 ,0.15 ,0.53 ,614
6395303 ,2083.72 ,199279.89 ,0.34 ,0.81 ,592
6404891 ,2083.72 ,200079.04 ,0.34 ,0.81 ,594
6414604 ,2027.42 ,195799.37 ,0.50 ,0.98 ,581
6424359 ,2027.42 ,196590.47 ,0.50 ,0.98 ,584
6434241 ,2027.42 ,197391.87 ,0.50 ,0.98 ,586
6444168 ,1966.97 ,192732.32 ,0.70 ,1.16 ,572
6454226 ,1966.97 ,193523.67 ,0.70 ,1.16 ,575
6464330 ,1926.89 ,190695.26 ,0.85 ,1.27 ,566
6474568 ,1926.89 ,191484.36 ,0.85 ,1.27 ,568
6484854 ,1882.39 ,188253.65 ,1.04 ,1.41 ,559
6495275 ,1844.79 ,185639.31 ,1.21 ,1.52 ,551
6505743 ,1807.90 ,183075.53 ,1.39 ,1.63 ,543
6516348 ,1773.29 ,180712.94 ,1.57 ,1.73 ,536
6527002 ,1738.90 ,178359.57 ,1.76 ,1.83 ,529
6537799 ,1727.01 ,178035.21 ,1.83 ,1.87 ,529
6548648 ,1699.07 ,176257.58 ,1.99 ,1.95 ,523
6559639 ,1672.27 ,174580.56 ,2.16 ,2.03 ,518
6570680 ,1648.70 ,173187.60 ,2.31 ,2.10 ,514
6581869 ,1623.00 ,171600.96 ,2.48 ,2.18 ,509
6593112 ,1600.97 ,170338.16 ,2.63 ,2.24 ,506
6604506 ,1580.93 ,169254.95 ,2.77 ,2.30 ,502
6615953 ,1560.06 ,168091.25 ,2.92 ,2.36 ,499
6627554 ,1541.06 ,167095.98 ,3.07 ,2.42 ,496
6639212 ,1521.80 ,166072.95 ,3.21 ,2.48 ,493
6651028 ,1503.62 ,165147.27 ,3.35 ,2.53 ,490
6662900 ,1487.04 ,164360.81 ,3.49 ,2.58 ,488
6674929 ,1469.57 ,163495.72 ,3.63 ,2.63 ,485
6687017 ,1452.44 ,162656.21 ,3.77 ,2.68 ,483
6699265 ,1441.99 ,162421.98 ,3.86 ,2.72 ,482
6711571 ,1426.50 ,161730.48 ,3.99 ,2.76 ,480
6724040 ,1410.15 ,160962.21 ,4.13 ,2.81 ,478
6736572 ,1393.54 ,160165.89 ,4.28 ,2.86 ,475
6749273 ,1382.61 ,159884.32 ,4.37 ,2.89 ,475
6762034 ,1371.27 ,159564.01 ,4.48 ,2.93 ,474
6774966 ,1361.13 ,159355.14 ,4.57 ,2.96 ,473
6787960 ,1345.83 ,158678.26 ,4.71 ,3.00 ,471
6801128 ,1329.74 ,157929.95 ,4.86 ,3.05 ,469
6814359 ,1320.00 ,157752.20 ,4.96 ,3.08 ,468
6827768 ,1309.34 ,157495.23 ,5.06 ,3.11 ,467
6841240 ,1306.80 ,157971.13 ,5.08 ,3.12 ,469
6854894 ,1298.28 ,157912.82 ,5.17 ,3.14 ,469
6868609 ,1289.82 ,157859.19 ,5.25 ,3.17 ,469
6882507 ,1280.44 ,157727.18 ,5.34 ,3.20 ,468
6896468 ,1280.44 ,158442.23 ,5.34 ,3.20 ,470
6910609 ,1273.10 ,158501.55 ,5.41 ,3.22 ,470
6924812 ,1265.78 ,158562.19 ,5.49 ,3.24 ,471
6939197 ,1257.58 ,158547.10 ,5.57 ,3.26 ,471
6953642 ,1251.34 ,158709.18 ,5.63 ,3.28 ,471
6960906 ,1245.15 ,158513.17 ,5.70 ,3.30 ,471
6968271 ,1238.04 ,158237.96 ,5.77 ,3.32 ,470
6982958 ,1224.41 ,157730.53 ,5.91 ,3.36 ,468
6997827 ,1218.33 ,157908.51 ,5.98 ,3.38 ,469
7005176 ,1211.39 ,157639.68 ,6.05 ,3.40 ,468
7012755 ,1205.41 ,157466.69 ,6.11 ,3.42 ,467
7027865 ,1198.54 ,157573.13 ,6.19 ,3.44 ,468
7043032 ,1191.25 ,157639.63 ,6.26 ,3.46 ,468
7058382 ,1185.37 ,157838.29 ,6.33 ,3.48 ,469
7073782 ,1168.77 ,157064.72 ,6.51 ,3.53 ,466
7089360 ,1163.00 ,157270.22 ,6.57 ,3.54 ,467
7104985 ,1156.38 ,157396.85 ,6.65 ,3.56 ,467
7120792 ,1150.22 ,157569.79 ,6.71 ,3.58 ,468
7136639 ,1152.41 ,158496.96 ,6.69 ,3.58 ,470
7152661 ,1155.50 ,159515.77 ,6.66 ,3.57 ,473
7168713 ,1151.53 ,159897.77 ,6.70 ,3.58 ,475
7184928 ,1150.22 ,160526.22 ,6.71 ,3.58 ,476
7201166 ,1144.54 ,160758.39 ,6.78 ,3.60 ,477
7217555 ,1138.44 ,160955.78 ,6.85 ,3.62 ,478
7233956 ,1134.55 ,161349.61 ,6.89 ,3.63 ,479
7250502 ,1128.08 ,161513.93 ,6.96 ,3.65 ,479
7267047 ,1122.48 ,161752.84 ,7.03 ,3.66 ,480
7283730 ,1117.78 ,162075.86 ,7.08 ,3.68 ,481
7300410 ,1115.22 ,162589.42 ,7.11 ,3.69 ,483
7317220 ,1112.66 ,163107.54 ,7.14 ,3.69 ,484
7334015 ,1108.85 ,163509.23 ,7.18 ,3.71 ,485
7342426 ,1105.05 ,163538.82 ,7.23 ,3.72 ,485
7350933 ,1110.55 ,164411.74 ,7.16 ,3.70 ,488
7367827 ,1105.89 ,164740.20 ,7.22 ,3.71 ,489
7376284 ,1102.08 ,164769.78 ,7.26 ,3.73 ,489
7384834 ,1099.98 ,164957.17 ,7.29 ,3.73 ,490
7401805 ,1101.24 ,165817.60 ,7.27 ,3.73 ,492
7418880 ,1095.37 ,166037.52 ,7.34 ,3.75 ,493
7435911 ,1093.26 ,166592.66 ,7.36 ,3.75 ,495
7453038 ,1089.50 ,167001.08 ,7.41 ,3.76 ,496
7470110 ,1086.57 ,167479.27 ,7.44 ,3.77 ,497
7487272 ,1082.01 ,167811.07 ,7.50 ,3.78 ,498
7495708 ,1079.94 ,167989.66 ,7.52 ,3.79 ,499
7504379 ,1075.80 ,167990.22 ,7.57 ,3.80 ,499
7521567 ,1074.57 ,168618.38 ,7.58 ,3.81 ,501
7538698 ,1074.57 ,169354.72 ,7.58 ,3.81 ,503
7555907 ,1069.21 ,169607.74 ,7.65 ,3.82 ,503
7573040 ,1065.52 ,170006.28 ,7.69 ,3.83 ,505
7590245 ,1063.06 ,170516.69 ,7.72 ,3.84 ,506
7607372 ,1059.40 ,170912.36 ,7.76 ,3.85 ,507
7624563 ,1053.30 ,171087.95 ,7.84 ,3.87 ,508
7641673 ,1051.26 ,171623.92 ,7.86 ,3.88 ,509
7658849 ,1049.24 ,172163.33 ,7.89 ,3.88 ,511
7675940 ,1045.60 ,172549.74 ,7.93 ,3.89 ,512
7693087 ,1046.01 ,173304.41 ,7.92 ,3.89 ,514
7710145 ,1041.98 ,173652.43 ,7.97 ,3.90 ,515
7727257 ,1038.76 ,174073.89 ,8.01 ,3.91 ,517
7744278 ,1035.16 ,174454.63 ,8.06 ,3.92 ,518
7761348 ,1031.57 ,174835.84 ,8.10 ,3.93 ,519
7778322 ,1029.56 ,175354.36 ,8.13 ,3.94 ,521
7795342 ,1027.58 ,175875.45 ,8.15 ,3.95 ,522
7812264 ,1022.42 ,176103.28 ,8.21 ,3.96 ,523
7829226 ,1018.85 ,176472.74 ,8.26 ,3.97 ,524
7846087 ,1016.88 ,176981.50 ,8.28 ,3.98 ,525
7862991 ,1012.55 ,177276.49 ,8.33 ,3.99 ,526
7879795 ,1009.00 ,177635.25 ,8.38 ,4.00 ,527
7896644 ,1004.70 ,177924.99 ,8.43 ,4.01 ,528
7913392 ,1002.75 ,178421.54 ,8.46 ,4.02 ,530
7930176 ,999.22 ,178775.24 ,8.50 ,4.03 ,531
7946859 ,992.24 ,178808.97 ,8.59 ,4.05 ,531
7963576 ,987.97 ,179085.28 ,8.64 ,4.06 ,532
7980190 ,982.96 ,179287.69 ,8.71 ,4.08 ,532
7996843 ,981.05 ,179768.73 ,8.73 ,4.08 ,534
8013392 ,977.20 ,180069.76 ,8.78 ,4.10 ,535
8029981 ,973.37 ,180370.77 ,8.83 ,4.11 ,535
8046473 ,971.47 ,180840.39 ,8.85 ,4.11 ,537
8063004 ,967.65 ,181136.78 ,8.90 ,4.12 ,538
8079436 ,956.29 ,180742.23 ,9.05 ,4.16 ,537
8095906 ,951.37 ,180926.68 ,9.11 ,4.17 ,537
8112280 ,947.99 ,181243.66 ,9.16 ,4.18 ,538
8128693 ,944.63 ,181560.64 ,9.20 ,4.19 ,539
8145012 ,944.63 ,182177.26 ,9.20 ,4.19 ,541
8161369 ,942.74 ,182624.66 ,9.22 ,4.20 ,542
8177625 ,943.49 ,183305.56 ,9.21 ,4.20 ,544
8193917 ,939.00 ,183513.59 ,9.27 ,4.21 ,545
8201909 ,934.91 ,183444.16 ,9.33 ,4.22 ,545
8210112 ,930.45 ,183347.99 ,9.38 ,4.24 ,544
8226344 ,924.90 ,183449.25 ,9.46 ,4.25 ,545
8242481 ,925.28 ,184080.60 ,9.45 ,4.25 ,546
8258656 ,923.07 ,184478.28 ,9.48 ,4.26 ,548
8274736 ,919.02 ,184705.16 ,9.54 ,4.27 ,548
8290854 ,915.70 ,184996.84 ,9.58 ,4.28 ,549
8306877 ,910.58 ,185120.02 ,9.65 ,4.29 ,550
8322942 ,907.28 ,185406.09 ,9.69 ,4.30 ,550
8338911 ,903.28 ,185622.80 ,9.75 ,4.32 ,551
8354921 ,890.60 ,185051.67 ,9.92 ,4.35 ,549
8370836 ,890.25 ,185586.70 ,9.92 ,4.35 ,551
8386795 ,885.55 ,185729.55 ,9.99 ,4.37 ,551
8402662 ,880.89 ,185869.12 ,10.05 ,4.38 ,552
8418574 ,876.24 ,186008.62 ,10.11 ,4.40 ,552
8434392 ,872.32 ,186207.84 ,10.17 ,4.41 ,553
8450253 ,862.03 ,185828.00 ,10.31 ,4.44 ,552
8466023 ,856.73 ,185891.95 ,10.38 ,4.45 ,552
8481840 ,855.67 ,186337.30 ,10.40 ,4.46 ,553
8497570 ,852.50 ,186589.11 ,10.44 ,4.47 ,554
8513346 ,848.63 ,186775.93 ,10.49 ,4.48 ,554
8529035 ,848.29 ,187277.46 ,10.50 ,4.48 ,556
8544770 ,845.14 ,187526.22 ,10.54 ,4.49 ,557
8560413 ,845.14 ,188055.04 ,10.54 ,4.49 ,558
8576098 ,841.29 ,188235.85 ,10.60 ,4.50 ,559
8591694 ,836.76 ,188350.55 ,10.66 ,4.51 ,559
8607332 ,832.25 ,188465.04 ,10.72 ,4.53 ,560
8622880 ,836.06 ,189328.44 ,10.67 ,4.52 ,562
8638468 ,831.55 ,189441.02 ,10.73 ,4.53 ,562
8653966 ,827.75 ,189611.75 ,10.79 ,4.54 ,563
8669504 ,823.94 ,189780.77 ,10.84 ,4.55 ,563
8684952 ,818.77 ,189822.03 ,10.91 ,4.57 ,564
8700442 ,811.92 ,189708.47 ,11.01 ,4.59 ,563
8715844 ,807.47 ,189804.84 ,11.07 ,4.60 ,563
8731291 ,801.68 ,189779.16 ,11.16 ,4.62 ,563
8746656 ,797.27 ,189872.21 ,11.22 ,4.63 ,564
8762071 ,786.11 ,189353.16 ,11.38 ,4.66 ,562
8777408 ,783.09 ,189561.59 ,11.43 ,4.67 ,563
8792793 ,776.72 ,189466.28 ,11.52 ,4.69 ,562
8808098 ,772.36 ,189546.96 ,11.58 ,4.70 ,563
8823451 ,769.37 ,189749.81 ,11.63 ,4.71 ,563
8838725 ,765.71 ,189888.62 ,11.68 ,4.72 ,564
8854054 ,762.07 ,190027.63 ,11.73 ,4.74 ,564
8869304 ,757.42 ,190072.02 ,11.80 ,4.75 ,564
8884605 ,752.80 ,190116.35 ,11.87 ,4.76 ,564
8899829 ,747.86 ,190127.66 ,11.94 ,4.78 ,564
8907430 ,743.92 ,189998.94 ,12.00 ,4.79 ,564
8915099 ,740.32 ,189902.21 ,12.06 ,4.80 ,564
8930295 ,735.74 ,189937.40 ,12.12 ,4.81 ,564
8945544 ,731.51 ,190002.76 ,12.19 ,4.83 ,564
8960721 ,727.29 ,190064.44 ,12.25 ,4.84 ,564
8975951 ,723.07 ,190124.64 ,12.31 ,4.85 ,564
8991107 ,719.51 ,190241.14 ,12.37 ,4.86 ,565
9006316 ,716.61 ,190416.16 ,12.41 ,4.87 ,565
9021450 ,711.15 ,190354.41 ,12.50 ,4.89 ,565
9036642 ,711.15 ,190786.56 ,12.50 ,4.89 ,566
9051762 ,706.65 ,190809.20 ,12.56 ,4.90 ,566
9066938 ,702.49 ,190861.50 ,12.63 ,4.91 ,567
9082042 ,699.29 ,190996.29 ,12.68 ,4.92 ,567
9097198 ,700.88 ,191564.28 ,12.65 ,4.92 ,569
9112281 ,692.28 ,191207.88 ,12.78 ,4.94 ,568
9127417 ,688.80 ,191311.11 ,12.84 ,4.95 ,568
9142477 ,685.32 ,191410.78 ,12.89 ,4.96 ,568
9157588 ,682.46 ,191566.31 ,12.93 ,4.97 ,569
9172625 ,679.00 ,191662.74 ,12.99 ,4.98 ,569
9187715 ,676.17 ,191816.23 ,13.03 ,4.99 ,569
9202733 ,673.34 ,191966.52 ,13.08 ,5.00 ,570
9217805 ,671.76 ,192229.39 ,13.10 ,5.00 ,571
9232803 ,670.83 ,192547.74 ,13.12 ,5.01 ,572
9247853 ,659.26 ,191903.38 ,13.30 ,5.04 ,570
9255240 ,655.84 ,191789.47 ,13.35 ,5.05 ,569
9262826 ,649.95 ,191456.15 ,13.44 ,5.07 ,568
9277852 ,645.61 ,191453.93 ,13.51 ,5.08 ,568
9292809 ,641.60 ,191476.97 ,13.57 ,5.09 ,568
9307822 ,637.29 ,191471.32 ,13.64 ,5.11 ,568
9322765 ,633.30 ,191490.78 ,13.71 ,5.12 ,569
9330230 ,629.30 ,191319.11 ,13.77 ,5.13 ,568
9337766 ,625.33 ,191150.20 ,13.83 ,5.14 ,567
9352697 ,630.53 ,191994.53 ,13.75 ,5.13 ,570
9367685 ,638.20 ,193067.92 ,13.63 ,5.10 ,573
9382602 ,643.44 ,193923.11 ,13.55 ,5.09 ,576
9397571 ,652.73 ,195150.34 ,13.40 ,5.06 ,579
9412465 ,657.09 ,195933.70 ,13.33 ,5.05 ,582
9427404 ,664.56 ,197003.59 ,13.21 ,5.03 ,585
9442263 ,671.46 ,198023.28 ,13.11 ,5.00 ,588
9457161 ,679.00 ,199106.46 ,12.99 ,4.98 ,591
9464471 ,686.58 ,199990.22 ,12.87 ,4.96 ,594
9471974 ,694.19 ,200883.29 ,12.75 ,4.94 ,596
9486819 ,694.52 ,201325.06 ,12.75 ,4.94 ,598
9501567 ,703.77 ,202572.96 ,12.61 ,4.91 ,601
9516336 ,709.53 ,203510.38 ,12.52 ,4.89 ,604
9531007 ,714.99 ,204421.73 ,12.44 ,4.88 ,607
9545704 ,722.10 ,205486.00 ,12.33 ,4.85 ,610
9560296 ,733.79 ,206965.80 ,12.15 ,4.82 ,614
9567574 ,738.68 ,207621.08 ,12.08 ,4.81 ,616
9574907 ,739.33 ,207896.84 ,12.07 ,4.80 ,617
9589408 ,744.58 ,208800.75 ,11.99 ,4.79 ,620
9603921 ,744.58 ,209233.00 ,11.99 ,4.79 ,621
9618323 ,750.50 ,210198.22 ,11.90 ,4.77 ,624
9632736 ,755.10 ,211047.91 ,11.84 ,4.76 ,627
9647042 ,759.74 ,211899.69 ,11.77 ,4.74 ,629
9661361 ,765.05 ,212815.96 ,11.69 ,4.73 ,632
9675570 ,769.71 ,213673.07 ,11.62 ,4.71 ,634
9689785 ,770.04 ,214140.20 ,11.62 ,4.71 ,636
9703892 ,775.38 ,215058.93 ,11.54 ,4.70 ,639
9718006 ,780.06 ,215920.24 ,11.47 ,4.68 ,641
9732006 ,784.44 ,216753.61 ,11.41 ,4.67 ,644
9738981 ,785.44 ,217062.92 ,11.39 ,4.67 ,644
9746013 ,787.46 ,217466.46 ,11.36 ,4.66 ,646
9752873 ,789.49 ,217865.36 ,11.33 ,4.65 ,647
