9646702 ,391.99 ,2068.99 ,20.50 ,5.84 ,302
9655120 ,384.52 ,2069.15 ,20.65 ,5.86 ,297
9663670 ,394.33 ,2068.94 ,20.45 ,5.83 ,304
9680762 ,388.72 ,2069.06 ,20.57 ,5.84 ,300
9698127 ,380.33 ,2069.24 ,20.74 ,5.87 ,293
9715623 ,373.37 ,2069.39 ,20.89 ,5.89 ,288
9733397 ,369.66 ,2069.47 ,20.97 ,5.90 ,285
9751301 ,364.12 ,2069.59 ,21.08 ,5.92 ,281
9769491 ,361.82 ,2069.64 ,21.13 ,5.92 ,279
9787815 ,362.73 ,2069.62 ,21.11 ,5.92 ,280
9806429 ,351.70 ,2069.86 ,21.35 ,5.95 ,271
9825177 ,343.93 ,2070.03 ,21.51 ,5.98 ,265
9844222 ,339.37 ,2070.13 ,21.61 ,5.99 ,262
9863406 ,338.00 ,2070.16 ,21.64 ,6.00 ,261
9882896 ,336.64 ,2070.19 ,21.67 ,6.00 ,260
9902530 ,337.55 ,2070.17 ,21.65 ,6.00 ,260
9922474 ,334.82 ,2070.23 ,21.71 ,6.01 ,258
9942568 ,333.91 ,2070.25 ,21.73 ,6.01 ,257
9962986 ,330.27 ,2070.33 ,21.81 ,6.02 ,255
9983555 ,329.36 ,2070.35 ,21.83 ,6.02 ,254
10004458 ,326.20 ,2070.42 ,21.89 ,6.03 ,252
10025521 ,324.39 ,2070.46 ,21.93 ,6.04 ,250
10046919 ,326.65 ,2070.41 ,21.88 ,6.03 ,252
10057519 ,328.46 ,2070.37 ,21.85 ,6.02 ,253
10068474 ,333.45 ,2070.26 ,21.74 ,6.01 ,257
10090371 ,337.09 ,2070.18 ,21.66 ,6.00 ,260
10112426 ,341.19 ,2070.09 ,21.57 ,5.99 ,263
10134835 ,346.67 ,2069.97 ,21.46 ,5.97 ,267
10157405 ,351.70 ,2069.86 ,21.35 ,5.95 ,271
10180325 ,356.29 ,2069.76 ,21.25 ,5.94 ,275
10203406 ,357.21 ,2069.74 ,21.23 ,5.94 ,275
10226848 ,362.73 ,2069.62 ,21.11 ,5.92 ,280
10250449 ,365.96 ,2069.55 ,21.04 ,5.91 ,282
10274406 ,375.22 ,2069.35 ,20.85 ,5.89 ,289
10298518 ,383.59 ,2069.17 ,20.67 ,5.86 ,296
10322987 ,391.52 ,2069.00 ,20.51 ,5.84 ,302
10347599 ,398.08 ,2068.86 ,20.37 ,5.82 ,307
10372552 ,410.31 ,2068.60 ,20.12 ,5.78 ,316
10397628 ,422.16 ,2068.35 ,19.87 ,5.75 ,326
10423011 ,430.26 ,2068.18 ,19.71 ,5.72 ,332
10448458 ,437.90 ,2068.02 ,19.55 ,5.70 ,338
10474154 ,449.91 ,2067.77 ,19.31 ,5.66 ,347
10499847 ,451.84 ,2067.73 ,19.27 ,5.66 ,349
10525722 ,458.12 ,2067.60 ,19.14 ,5.64 ,353
10551545 ,472.70 ,2067.30 ,18.85 ,5.60 ,365
10577505 ,486.91 ,2067.01 ,18.56 ,5.55 ,376
10603324 ,503.70 ,2066.67 ,18.23 ,5.50 ,389
10629158 ,516.64 ,2066.41 ,17.98 ,5.46 ,399
10654734 ,531.68 ,2066.11 ,17.69 ,5.42 ,410
10680219 ,546.34 ,2065.82 ,17.40 ,5.38 ,422
10705354 ,565.23 ,2065.45 ,17.04 ,5.32 ,436
10730307 ,583.27 ,2065.10 ,16.70 ,5.27 ,450
10754819 ,599.94 ,2064.78 ,16.39 ,5.22 ,463
10779058 ,605.18 ,2064.68 ,16.29 ,5.20 ,467
10802798 ,625.23 ,2064.30 ,15.92 ,5.14 ,483
10826237 ,638.02 ,2064.06 ,15.68 ,5.10 ,492
10849162 ,655.76 ,2063.73 ,15.36 ,5.05 ,506
10871764 ,675.87 ,2063.36 ,15.00 ,4.99 ,522
10893839 ,691.25 ,2063.08 ,14.73 ,4.95 ,534
10915556 ,715.73 ,2062.64 ,14.30 ,4.87 ,552
10936735 ,734.31 ,2062.31 ,13.97 ,4.82 ,567
10957539 ,760.00 ,2061.86 ,13.54 ,4.74 ,587
10977793 ,776.20 ,2061.58 ,13.26 ,4.69 ,599
10997660 ,794.34 ,2061.27 ,12.96 ,4.64 ,613
11016986 ,812.09 ,2060.97 ,12.67 ,4.59 ,627
11035948 ,839.71 ,2060.51 ,12.22 ,4.50 ,648
11054397 ,857.39 ,2060.22 ,11.93 ,4.45 ,662
11072493 ,877.14 ,2059.90 ,11.62 ,4.39 ,677
11090096 ,893.39 ,2059.64 ,11.37 ,4.35 ,690
11107366 ,913.62 ,2059.32 ,11.05 ,4.29 ,705
11124177 ,952.36 ,2058.72 ,10.47 ,4.17 ,735
11140679 ,959.57 ,2058.61 ,10.36 ,4.15 ,741
11156734 ,971.48 ,2058.43 ,10.19 ,4.11 ,750
11172493 ,988.84 ,2058.17 ,9.93 ,4.06 ,763
11187847 ,1005.75 ,2057.92 ,9.69 ,4.01 ,777
11202938 ,1005.75 ,2057.92 ,9.69 ,4.01 ,777
11217661 ,990.86 ,2058.14 ,9.90 ,4.06 ,765
11232165 ,999.63 ,2058.01 ,9.78 ,4.03 ,772
11246369 ,1011.88 ,2057.83 ,9.60 ,3.99 ,781
11260407 ,1022.87 ,2057.67 ,9.44 ,3.96 ,790
11267223 ,1031.16 ,2057.55 ,9.33 ,3.94 ,796
11274174 ,1042.31 ,2057.39 ,9.17 ,3.90 ,805
11287790 ,1047.20 ,2057.32 ,9.10 ,3.89 ,809
11301144 ,1048.61 ,2057.30 ,9.08 ,3.88 ,810
11314359 ,1047.90 ,2057.31 ,9.09 ,3.89 ,809
11327342 ,1050.72 ,2057.27 ,9.05 ,3.88 ,811
11340215 ,1052.84 ,2057.24 ,9.02 ,3.87 ,813
11352885 ,1054.25 ,2057.22 ,9.00 ,3.87 ,814
11365466 ,1054.25 ,2057.22 ,9.00 ,3.87 ,814
11377865 ,1055.66 ,2057.20 ,8.98 ,3.86 ,815
11390193 ,1054.25 ,2057.22 ,9.00 ,3.87 ,814
11402356 ,1055.66 ,2057.20 ,8.98 ,3.86 ,815
11414464 ,1063.45 ,2057.09 ,8.88 ,3.84 ,821
11426422 ,1056.37 ,2057.19 ,8.97 ,3.86 ,816
11438336 ,1038.12 ,2057.45 ,9.23 ,3.92 ,802
11450114 ,1029.07 ,2057.58 ,9.36 ,3.94 ,795
11461869 ,1018.74 ,2057.73 ,9.50 ,3.97 ,787
11473513 ,1009.14 ,2057.87 ,9.64 ,4.00 ,779
11485154 ,984.81 ,2058.23 ,9.99 ,4.07 ,760
11496702 ,970.15 ,2058.45 ,10.21 ,4.12 ,749
11508268 ,937.39 ,2058.95 ,10.69 ,4.21 ,724
11519767 ,906.64 ,2059.43 ,11.16 ,4.31 ,700
11531312 ,897.15 ,2059.58 ,11.31 ,4.33 ,693
11542820 ,897.15 ,2059.58 ,11.31 ,4.33 ,693
11554396 ,884.61 ,2059.78 ,11.50 ,4.37 ,683
11565943 ,874.66 ,2059.94 ,11.66 ,4.40 ,675
11577567 ,864.76 ,2060.10 ,11.82 ,4.43 ,668
11589169 ,850.04 ,2060.34 ,12.05 ,4.47 ,656
11594979 ,842.75 ,2060.46 ,12.17 ,4.50 ,651
11600856 ,813.29 ,2060.95 ,12.65 ,4.58 ,628
11612536 ,796.11 ,2061.24 ,12.93 ,4.63 ,615
11624323 ,789.05 ,2061.36 ,13.05 ,4.66 ,609
11636121 ,773.88 ,2061.62 ,13.30 ,4.70 ,597
11648040 ,762.31 ,2061.82 ,13.50 ,4.73 ,588
11659981 ,747.39 ,2062.08 ,13.75 ,4.78 ,577
11672051 ,739.99 ,2062.21 ,13.88 ,4.80 ,571
11684154 ,720.77 ,2062.55 ,14.21 ,4.86 ,556
11696396 ,710.13 ,2062.74 ,14.39 ,4.89 ,548
11708679 ,696.79 ,2062.98 ,14.63 ,4.93 ,538
11721113 ,687.95 ,2063.14 ,14.79 ,4.96 ,531
11733596 ,672.60 ,2063.42 ,15.06 ,5.00 ,519
11746236 ,666.60 ,2063.53 ,15.17 ,5.02 ,514
11758932 ,656.30 ,2063.72 ,15.35 ,5.05 ,507
11771795 ,643.38 ,2063.96 ,15.59 ,5.09 ,497
11784717 ,630.55 ,2064.20 ,15.82 ,5.13 ,487
11797812 ,615.18 ,2064.49 ,16.10 ,5.17 ,475
11804287 ,602.56 ,2064.73 ,16.34 ,5.21 ,465
11810970 ,586.39 ,2065.04 ,16.64 ,5.26 ,453
11824312 ,571.39 ,2065.33 ,16.92 ,5.30 ,441
11837727 ,563.18 ,2065.49 ,17.08 ,5.33 ,435
11851336 ,548.88 ,2065.77 ,17.35 ,5.37 ,424
11865022 ,534.70 ,2066.05 ,17.63 ,5.41 ,413
11878909 ,526.65 ,2066.21 ,17.78 ,5.44 ,406
11892880 ,519.13 ,2066.36 ,17.93 ,5.46 ,401
11907057 ,508.16 ,2066.58 ,18.14 ,5.49 ,392
11921321 ,501.71 ,2066.71 ,18.27 ,5.51 ,387
11935795 ,491.83 ,2066.91 ,18.47 ,5.54 ,379
11950359 ,484.94 ,2067.05 ,18.60 ,5.56 ,374
11965141 ,479.06 ,2067.17 ,18.72 ,5.58 ,370
11980021 ,472.21 ,2067.31 ,18.86 ,5.60 ,364
11995126 ,466.86 ,2067.42 ,18.96 ,5.61 ,360
12010331 ,459.09 ,2067.58 ,19.12 ,5.64 ,354
12025766 ,454.74 ,2067.67 ,19.21 ,5.65 ,351
12041298 ,447.98 ,2067.81 ,19.35 ,5.67 ,346
12057068 ,447.98 ,2067.81 ,19.35 ,5.67 ,346
12072941 ,442.22 ,2067.93 ,19.46 ,5.69 ,341
12089058 ,437.90 ,2068.02 ,19.55 ,5.70 ,338
12105287 ,434.07 ,2068.10 ,19.63 ,5.71 ,335
12121764 ,436.94 ,2068.04 ,19.57 ,5.70 ,337
12138352 ,432.65 ,2068.13 ,19.66 ,5.71 ,334
12155198 ,425.96 ,2068.27 ,19.79 ,5.73 ,329
12172159 ,417.89 ,2068.44 ,19.96 ,5.76 ,322
