1024, 14520737, 8357
1024, 14529138, 8401
1024, 14537495, 8357
1024, 14545896, 8401
1024, 14554251, 8355
1024, 14562652, 8401
1024, 14571005, 8353
1024, 14579404, 8399
1024, 14587757, 8353
1024, 14596155, 8398
1024, 14604508, 8353
1024, 14612906, 8398
1024, 14621260, 8354
1024, 14629659, 8399
1024, 14638016, 8357
1024, 14646417, 8401
1024, 14650538, 4121
1024, 14654772, 4234
1024, 14663172, 8400
1024, 14671529, 8357
1024, 14679928, 8399
1024, 14688284, 8356
1024, 14696682, 8398
1024, 14705038, 8356
1024, 14713437, 8399
1024, 14721794, 8357
1024, 14730194, 8400
1024, 14738553, 8359
1024, 14746954, 8401
1024, 14755312, 8358
1024, 14763716, 8404
1024, 14772074, 8358
1024, 14780474, 8400
1024, 14788833, 8359
1024, 14797235, 8402
1024, 14805589, 8354
1024, 14813990, 8401
1024, 14822344, 8354
1024, 14830744, 8400
1024, 14839097, 8353
1024, 14847496, 8399
1024, 14855848, 8352
1024, 14864245, 8397
1024, 14872597, 8352
1024, 14880993, 8396
1024, 14889345, 8352
1024, 14897740, 8395
1024, 14906092, 8352
1024, 14914488, 8396
1024, 14922841, 8353
1024, 14931236, 8395
1024, 14939588, 8352
1024, 14947984, 8396
1024, 14956336, 8352
1024, 14960504, 4168
1024, 14964729, 4225
1024, 14973080, 8351
1024, 14981474, 8394
1024, 14989824, 8350
1024, 14998219, 8395
0, 15006575, 8356
0, 15015049, 8474
0, 15023553, 8504
0, 15032186, 8633
0, 15040855, 8669
0, 15049655, 8800
0, 15058491, 8836
0, 15067462, 8971
0, 15076468, 9006
0, 15085613, 9145
0, 15094794, 9181
0, 15104117, 9323
0, 15113476, 9359
0, 15122979, 9503
0, 15132521, 9542
0, 15142207, 9686
0, 15151937, 9730
0, 15161813, 9876
0, 15171730, 9917
0, 15181801, 10071
0, 15191914, 10113
0, 15202184, 10270
0, 15212496, 10312
0, 15222969, 10473
0, 15233489, 10520
0, 15244173, 10684
0, 15254904, 10731
0, 15265802, 10898
0, 15276752, 10950
0, 15287871, 11119
0, 15299041, 11170
0, 15310385, 11344
0, 15321786, 11401
0, 15333362, 11576
0, 15344994, 11632
0, 15356809, 11815
0, 15368680, 11871
0, 15380736, 12056
0, 15392851, 12115
0, 15405159, 12308
0, 15417525, 12366
0, 15430088, 12563
0, 15442711, 12623
0, 15455533, 12822
0, 15468419, 12886
0, 15481511, 13092
0, 15494668, 13157
0, 15508035, 13367
0, 15521467, 13432
0, 15535116, 13649
0, 15548832, 13716
0, 15562769, 13937
0, 15576776, 14007
0, 15591013, 14237
0, 15605323, 14310
0, 15619865, 14542
0, 15634481, 14616
0, 15649337, 14856
0, 15664269, 14932
0, 15679446, 15177
0, 15694702, 15256
0, 15710207, 15505
0, 15725793, 15586
0, 15741633, 15840
0, 15757557, 15924
0, 15773745, 16188
0, 15790017, 16272
0, 15806556, 16539
0, 15823184, 16628
0, 15840086, 16902
0, 15857080, 16994
0, 15874354, 17274
0, 15891724, 17370
0, 15909383, 17659
0, 15927142, 17759
0, 15945197, 18055
0, 15963355, 18158
0, 15981817, 18462
0, 16000387, 18570
0, 16019266, 18879
0, 16038255, 18989
0, 16057561, 19306
0, 16076978, 19417
0, 16096723, 19745
0, 16116581, 19858
0, 16136775, 20194
0, 16157089, 20314
0, 16177747, 20658
0, 16198523, 20776
0, 16219651, 21128
0, 16240899, 21248
0, 16262508, 21609
0, 16284242, 21734
0, 16306346, 22104
0, 16328579, 22233
0, 16351190, 22611
0, 16373932, 22742
0, 16397058, 23126
0, 16420320, 23262
0, 16443974, 23654
0, 16467762, 23788
0, 16491950, 24188
0, 16516276, 24326
0, 16541009, 24733
0, 16565881, 24872
0, 16591167, 25286
0, 16616593, 25426
0, 16642432, 25839
0, 16668407, 25975
0, 16694804, 26397
0, 16721332, 26528
0, 16748285, 26953
0, 16775365, 27080
0, 16802865, 27500
0, 16830480, 27615
0, 16858515, 28035
0, 16886657, 28142
0, 16915211, 28554
0, 16943859, 28648
0, 16972905, 29046
0, 17002021, 29116
0, 17031524, 29503
0, 17061080, 29556
0, 17091007, 29927
0, 17120967, 29960
0, 17135995, 15028
0, 17151277, 15282
0, 17181597, 30320
0, 17212256, 30659
0, 17242909, 30653
0, 17273882, 30973
0, 17304829, 30947
0, 17336084, 31255
0, 17367293, 31209
0, 17398796, 31503
0, 17430239, 31443
0, 17461961, 31722
