0, 5533884, 32672
0, 5566729, 32845
0, 5599406, 32677
0, 5632255, 32849
0, 5664929, 32674
0, 5697779, 32850
0, 5730457, 32678
0, 5763308, 32851
0, 5795987, 32679
0, 5828839, 32852
0, 5861525, 32686
0, 5894384, 32859
0, 5927071, 32687
0, 5959929, 32858
0, 5992614, 32685
1024, 6024535, 31921
1024, 6050999, 26464
1024, 6073782, 22783
1024, 6094029, 20247
1024, 6112669, 18640
1024, 6121326, 18657
1024, 6129933, 18607
1024, 6146281, 16348
1024, 6161732, 15451
1024, 6176587, 14855
1024, 6190800, 14213
1024, 6204597, 13797
1024, 6217904, 13307
1024, 6230905, 13001
1024, 6243517, 12612
1024, 6255902, 12385
1024, 6267965, 12063
1024, 6279855, 11890
1024, 6291470, 11615
1024, 6302949, 11479
1024, 6314194, 11245
1024, 6325330, 11136
1024, 6336262, 10932
1024, 6347109, 10847
1024, 6357772, 10663
1024, 6368370, 10598
1024, 6378802, 10432
1024, 6389182, 10380
1024, 6399413, 10231
1024, 6409603, 10190
1024, 6419657, 10054
1024, 6429679, 10022
1024, 6439578, 9899
1024, 6449453, 9875
1024, 6459210, 9757
1024, 6468954, 9744
1024, 6478590, 9636
1024, 6488218, 9628
1024, 6497742, 9524
1024, 6507264, 9522
1024, 6516688, 9424
1024, 6526116, 9428
1024, 6535451, 9335
1024, 6544792, 9341
1024, 6554045, 9253
1024, 6563308, 9263
1024, 6572485, 9177
1024, 6581676, 9191
1024, 6590783, 9107
1024, 6599907, 9124
1024, 6608950, 9043
1024, 6618013, 9063
1024, 6626999, 8986
1024, 6636007, 9008
1024, 6644940, 8933
1024, 6653896, 8956
1024, 6662781, 8885
1024, 6671690, 8909
1024, 6680533, 8843
1024, 6689400, 8867
1024, 6698202, 8802
1024, 6707031, 8829
1024, 6715798, 8767
1024, 6724591, 8793
1024, 6733322, 8731
1024, 6742084, 8762
1024, 6750783, 8699
1024, 6759513, 8730
1024, 6768184, 8671
1024, 6776886, 8702
1024, 6785529, 8643
1024, 6794203, 8674
1024, 6802819, 8616
1024, 6811468, 8649
1024, 6820059, 8591
1024, 6828685, 8626
1024, 6837254, 8569
1024, 6845857, 8603
1024, 6854405, 8548
1024, 6862989, 8584
1024, 6871520, 8531
1024, 6880088, 8568
1024, 6888600, 8512
1024, 6897150, 8550
1024, 6905648, 8498
1024, 6914182, 8534
1024, 6922666, 8484
1024, 6931184, 8518
1024, 6939652, 8468
1024, 6948158, 8506
1024, 6956612, 8454
1024, 6965102, 8490
1024, 6973542, 8440
1024, 6982020, 8478
1024, 6990448, 8428
1024, 6998913, 8465
1024, 7007328, 8415
1024, 7015783, 8455
1024, 7024188, 8405
1024, 7032633, 8445
1024, 7041027, 8394
1024, 7049462, 8435
1024, 7057844, 8382
1024, 7066268, 8424
1024, 7074644, 8376
1024, 7083057, 8413
1024, 7091425, 8368
1024, 7099832, 8407
1024, 7108192, 8360
1024, 7116593, 8401
1024, 7124947, 8354
1024, 7129116, 4169
1024, 7133339, 4223
1024, 7141685, 8346
1024, 7150071, 8386
1024, 7158413, 8342
1024, 7166794, 8381
1024, 7175131, 8337
1024, 7183507, 8376
1024, 7191837, 8330
1024, 7200206, 8369
1024, 7208531, 8325
1024, 7216897, 8366
1024, 7225215, 8318
1024, 7233577, 8362
1024, 7241891, 8314
1024, 7250248, 8357
1024, 7258559, 8311
1024, 7266909, 8350
1024, 7275215, 8306
1024, 7283563, 8348
1024, 7291864, 8301
1024, 7300209, 8345
1024, 7308506, 8297
1024, 7316847, 8341
1024, 7320941, 4094
1024, 7325142, 4201
1024, 7333478, 8336
1024, 7341767, 8289
1024, 7350097, 8330
1024, 7358381, 8284
1024, 7366705, 8324
1024, 7374982, 8277
1024, 7383300, 8318
1024, 7391572, 8272
1024, 7395703, 4131
1024, 7399886, 4183
1024, 7408154, 8268
1024, 7412283, 4129
1024, 7416464, 4181
1024, 7424728, 8264
1024, 7433037, 8309
1024, 7441297, 8260
1024, 7449604, 8307
1024, 7457863, 8259
1024, 7466167, 8304
1024, 7474426, 8259
1024, 7482726, 8300
1024, 7490980, 8254
1024, 7495104, 4124
1024, 7499276, 4172
1024, 7507528, 8252
1024, 7515821, 8293
1024, 7524070, 8249
1024, 7532360, 8290
1024, 7540606, 8246
1024, 7548892, 8286
1024, 7557136, 8244
1024, 7565419, 8283
1024, 7573658, 8239
